SUMMARY OF GPS VELOCITIES

This file gives the GPS velocities used and the fits for the model in which permanent strain rates are
allowed in 8 of the blocks.
  
* in first column indicates velocity not used in solution
SITE = Site code
SRCE = Velocity source code (see Table 1)
BLCK = Block code (see Table 3) 
POLE = Pole this site constrains
Longit. = Longitude of site
Latit. = Latitude of site
Ve = East velocity from original source
Vn = North velocity from original source
Se = East velocity sigma from original source
Sn = North velocity sigma from original source
Sne = North-East correlation from original source
Enet = East reference frame adjustment 
Nnet = North reference frame adjustment 
Eref = East velocity in NOAM reference frame
Nref = North velocity in NOAM reference frame
Eela = East velocity from elastic strain
Nela = North velocity from elastic strain
Erot = East velocity from block rotation
Nrot = North velocity from block rotation
Estr = East velocity from permanent strain rate
Nstr = North velocity from permanent strain rate
Eres = East residual velocity
Nres = North residual velocity
Vres = Total residual velocity
Vsig = Velocity uncertainty in direction of Vres
R/S = Vres / Vsig

 SITE     SRCE BLCK POLE  Longit.   Latit.     Ve     Vn     Se     Sn    Sne    Enet   Nnet   Eref   Nref   Eela   Nela   Erot   Nrot   Estr   Nstr   Eres   Nres   Vres   Vsig    R/S
 MITH_EDM CMM3 GVTB PO03  239.404   36.079  -10.6   16.4    2.5    2.1  0.6720    0.3    0.0  -11.0   16.5   -0.8    4.5  -11.0   10.5    0.5    0.0    0.3    1.5    1.5    2.4    0.6
 MITH_GPS CMM3 GVTB PO03  239.404   36.079   -9.6   14.6    0.9    0.9 -0.0500    0.3    0.0   -9.9   14.7   -0.8    4.5  -11.0   10.5    0.5    0.0    1.4   -0.3    1.4    0.9    1.6
 MKEA     BEAV PACI PO02  204.543   19.802  -63.2   33.4    0.7    0.6  0.0000   -4.5  -20.2  -58.7   53.6    0.0    0.0  -57.8   53.3    0.0    0.0   -0.9    0.4    1.0    0.7    1.4
 MKEA     ITRF PACI PO02  204.544   19.801  -63.0   32.5    0.5    0.5 -0.1329   -3.7  -20.9  -59.3   53.4    0.0    0.0  -57.8   53.3    0.0    0.0   -1.5    0.1    1.5    0.5    3.0
 MLFP     WUSC ANZA PO23  242.682   33.918  -21.9   24.7    2.8    2.8  0.0590    0.7   -0.1  -22.6   24.8    3.9   -5.0  -26.5   30.7   -0.1   -1.0    0.1    0.1    0.2    2.9    0.1
 MLFP_GPS CMM3 ANZA PO23  242.682   33.918  -21.8   25.4    1.0    1.1 -0.0410    0.3   -0.1  -22.1   25.4    3.9   -5.0  -26.5   30.7   -0.1   -1.0    0.6    0.8    1.0    1.0    0.9
 MLMY_EDM CMM3 EBAJ PO21  244.691   32.091  -23.4   26.6    1.4    1.3  0.3010    0.3   -0.1  -23.8   26.6    2.2   -4.8  -28.2   31.4    0.0    0.0    2.2    0.0    2.2    1.4    1.6
 MN71_GPS CMM3 EBNR PO13  243.851   36.994   -1.8    0.1    1.0    1.0 -0.0260    0.3   -0.1   -2.1    0.2   -0.3    0.7   -2.8    0.6    0.0    0.0    1.0   -1.1    1.5    1.0    1.4
 MN73_EDM CMM3 VENT PO19  240.533   34.539  -31.1   27.1    1.2    1.1 -0.2180    0.3    0.0  -31.5   27.2    1.3   -2.9  -29.5   31.9   -1.0   -0.9   -2.3   -0.9    2.4    1.1    2.3
 MNMT_EDM CMM3 GVTB PO03  239.565   35.969  -10.1   20.0    1.0    0.9 -0.0520    0.3    0.0  -10.4   20.0   -2.2    7.6  -11.2   10.2    1.1    0.0    1.9    2.2    2.9    0.9    3.2
 MNMT_GPS CMM3 GVTB PO03  239.565   35.969  -10.9   19.1    0.9    0.9 -0.0520    0.3    0.0  -11.2   19.1   -2.2    7.6  -11.2   10.2    1.1    0.0    1.1    1.3    1.7    0.9    2.0
 MNP1     ITRF NOAM PO01  288.140   41.067  -14.3    5.2    1.6    1.7  0.3158  -15.3    4.2    1.0    1.0    0.0    0.0    0.0    0.0    0.0    0.0    1.0    1.0    1.4    1.9    0.7
 MNRS_EDM CMM3 WBAJ PO18  243.579   32.892  -26.3   28.3    1.0    1.1 -0.0710    0.3   -0.1  -26.7   28.4    2.8   -1.2  -29.5   29.0    0.0    0.0    0.0    0.6    0.6    1.1    0.6
 MO93     MC01 EBNR PO13  243.071   36.792   -2.1    0.4    0.9    1.0  0.0520    1.9   -0.8   -3.9    1.2   -0.7    1.2   -2.7    0.4    0.0    0.0   -0.6   -0.5    0.8    1.0    0.8
 MO93_GPS CMM3 EBNR PO13  243.071   36.792   -4.8    1.7    1.2    1.3 -0.0090    0.3   -0.1   -5.2    1.7   -0.7    1.2   -2.7    0.4    0.0    0.0   -1.8    0.0    1.8    1.2    1.5
 MOB1     ITRF NOAM PO01  271.976   30.227  -14.3   -2.2    1.4    1.4  0.0437  -12.3   -2.0   -2.0   -0.2    0.0    0.0    0.0    0.0    0.0    0.0   -2.0   -0.2    2.0    1.4    1.4
 MOJ1_GPS CMM3 EMOJ PO26  243.109   35.332   -4.7    7.0    0.9    0.9 -0.0500    0.3   -0.1   -5.1    7.1   -0.7    2.4   -5.4    4.4    0.0    0.0    1.0    0.2    1.1    0.9    1.2
 MOJA     WUSC EMOJ PO26  243.112   35.332   -4.3    7.4    0.8    0.8 -0.2379    0.7   -0.1   -5.0    7.5   -0.7    2.4   -5.4    4.4    0.0    0.0    1.2    0.6    1.3    0.7    1.8
 MOJA_GPS CMM3 EMOJ PO26  243.112   35.332   -3.4    7.7    1.1    1.1 -0.0350    0.3   -0.1   -3.8    7.7   -0.7    2.4   -5.4    4.4    0.0    0.0    2.3    0.9    2.5    1.1    2.3
 MOJM_GPS CMM3 EMOJ PO26  243.112   35.331   -2.4    8.1    1.0    1.0 -0.0490    0.3   -0.1   -2.8    8.1   -0.7    2.4   -5.4    4.4    0.0    0.0    3.4    1.3    3.6    1.0    3.6
 MOLA     BARD WCCR PO17  237.580   37.947  -17.1   26.1    0.6    0.6 -0.0010    2.3    0.2  -19.5   25.8   -1.5    2.5  -16.4   22.1    0.0    0.0   -1.6    1.2    2.0    0.6    3.4
 MOLA     WUSC WCCR PO17  237.580   37.947  -16.5   24.5    0.8    0.8 -0.0070    0.7   -0.1  -17.2   24.6   -1.5    2.5  -16.4   22.1    0.0    0.0    0.7   -0.1    0.7    0.8    0.9
 MONB     BARD ECCR PO15  238.133   37.485  -12.5   17.6    1.1    1.1  0.0010    2.2    0.2  -14.7   17.4   -2.0    1.9  -12.4   15.8    0.0    0.0   -0.3   -0.3    0.4    1.1    0.4
 MONB     RB03 ECCR PO15  238.133   37.485  -16.1   16.7    0.7    0.7  0.0328    0.2   -0.4  -16.3   17.1   -2.0    1.9  -12.4   15.8    0.0    0.0   -1.9   -0.6    2.0    0.7    2.7
 MONB     WUSC ECCR PO15  238.133   37.485  -15.9   17.2    1.0    1.0 -0.0174    0.7   -0.1  -16.5   17.3   -2.0    1.9  -12.4   15.8    0.0    0.0   -2.1   -0.4    2.2    1.0    2.1
 MONI     RB03 EBNR PO13  243.284   39.148   -2.0    0.1    0.9    0.8  0.0883    0.2   -0.3   -2.2    0.4   -0.2    0.5   -3.3    0.5    0.0    0.0    1.3   -0.6    1.5    0.9    1.7
 MONI     WUSC EBNR PO13  243.284   39.148   -1.1   -0.2    1.8    1.6  0.0318    0.6   -0.1   -1.7   -0.2   -0.2    0.5   -3.3    0.5    0.0    0.0    1.8   -1.2    2.2    1.7    1.2
 MONP     ITRF WBAJ PO18  243.578   32.892  -38.8   17.2    0.5    0.5 -0.1873  -11.2  -12.1  -27.6   29.3    2.8   -1.2  -29.5   29.0    0.0    0.0   -0.9    1.6    1.8    0.5    3.3
 MONP     WUSC WBAJ PO18  243.578   32.892  -27.2   28.3    0.8    0.8 -0.2552    0.7   -0.1  -28.0   28.4    2.8   -1.2  -29.5   29.0    0.0    0.0   -1.3    0.6    1.4    0.9    1.6
 MONP_GPS CMM3 WBAJ PO18  243.578   32.892  -26.9   27.5    0.8    0.8 -0.0770    0.3   -0.1  -27.3   27.6    2.8   -1.2  -29.5   29.0    0.0    0.0   -0.6   -0.2    0.6    0.8    0.8
 MONT     WUSC NOAM PO01  244.925   32.559   -3.4    1.7    1.2    1.2  0.0063    0.7   -0.1   -4.1    1.8   -4.6    4.1    0.0    0.0    0.0    0.0    0.5   -2.3    2.4    1.2    1.9
 MONT_GPS CMM3 NOAM PO01  244.925   32.559   -5.5    1.2    1.1    1.1 -0.0200    0.3   -0.1   -5.8    1.2   -4.6    4.1    0.0    0.0    0.0    0.0   -1.2   -2.9    3.1    1.1    2.8
 MOOR_EDM CMM3 ANZA PO23  242.776   33.714  -24.3   26.0    1.1    1.5 -0.0040    0.3   -0.1  -24.7   26.0    2.8   -3.4  -26.7   30.6   -0.2   -0.7   -0.6   -0.5    0.8    1.3    0.6
 MOOS_EDM CMM3 GVTB PO03  239.710   35.816  -15.3   20.6    1.3    1.2 -0.1000    0.3    0.0  -15.6   20.7   -4.9    9.4  -11.6    9.9    1.6    0.1   -0.7    1.2    1.4    1.3    1.1
 MOR1     WUSC NOAM PO01  287.254   40.790    2.2   -1.8    2.6    1.4 -0.0576    0.6    0.0    1.6   -1.8    0.0    0.0    0.0    0.0    0.0    0.0    1.6   -1.8    2.4    2.0    1.2
 MOSS_EDM CMM3 ANZA PO23  243.301   33.455  -22.3   26.0    1.0    1.2 -0.1640    0.3   -0.1  -22.6   26.0    3.6   -4.1  -26.8   30.3    0.0   -0.1    0.5    0.0    0.5    1.0    0.5
 MPNS_EDM CMM3 SALI PO16  240.855   34.813  -22.8   21.6    0.9    1.1 -0.0140    0.3    0.0  -23.2   21.6    5.5   -9.2  -32.5   32.0    3.4   -2.4    0.4    1.2    1.2    1.0    1.2
 MPNS_GPS CMM3 SALI PO16  240.855   34.813  -22.2   21.6    1.0    1.0 -0.0430    0.3    0.0  -22.6   21.7    5.5   -9.2  -32.5   32.0    3.4   -2.4    1.0    1.2    1.6    1.0    1.6
*MPWD     WUSC VENT PO19  241.122   34.296  -24.8   32.4    3.7    3.1  0.0110    0.7   -0.1  -25.4   32.5    1.4   -2.3  -29.7   31.3    0.4   -1.2    2.5    4.7    5.3    3.2    1.6
 MPWD_GPS CMM3 VENT PO19  241.122   34.295  -28.4   28.8    1.1    1.1 -0.0350    0.3    0.0  -28.8   28.8    1.4   -2.3  -29.7   31.3    0.4   -1.2   -0.8    1.1    1.4    1.1    1.2
 MRGO_GPS CMM3 MOJA PO11  241.785   34.607  -14.9   19.0    2.6    2.9 -0.0130    0.3    0.0  -15.3   19.0   -9.1    8.8   -9.9   11.6    0.2   -1.0    3.5   -0.4    3.6    2.6    1.4
 MRRN     WUSC NOAM PO01  258.304   42.904    4.5    0.9    2.2    1.6  0.0280    0.6    0.0    4.0    1.0    0.0    0.0    0.0    0.0    0.0    0.0    4.0    1.0    4.1    2.2    1.9
 MSOB     WUSC MOJA PO11  242.790   34.231  -13.7   17.4    2.2    2.1  0.0860    0.7   -0.1  -14.3   17.4   -6.1    5.5   -9.6   12.0   -0.8   -0.8    2.1    0.8    2.2    2.2    1.0
 MULH_GPS CMM3 VENT PO19  241.440   34.130  -26.1   32.6    1.3    1.2 -0.0280    0.3    0.0  -26.4   32.6    1.2   -1.0  -29.9   31.0    1.3   -1.2    1.0    3.8    3.9    1.2    3.2
*MUNS     WUSC VENT PO19  240.699   34.636  -24.3   22.4    3.6    2.9  0.0512    0.7   -0.1  -25.0   22.5    2.2   -4.5  -29.3   31.7   -1.2   -2.0    3.3   -2.7    4.3    3.3    1.3
 MUNS_GPS CMM3 VENT PO19  240.700   34.636  -27.2   24.0    1.0    0.9 -0.0460    0.3    0.0  -27.5   24.1    2.2   -4.5  -29.3   31.7   -1.2   -2.0    0.7   -1.2    1.4    1.0    1.4
 MUSB     BARD SNEV PO04  240.691   37.170   -9.0    8.7    0.9    0.9 -0.0030    2.2   -0.3  -11.2    9.0    0.5    1.0  -10.6    7.6    0.0    0.0   -1.1    0.4    1.2    0.9    1.2
 MUSB     RB03 SNEV PO04  240.691   37.170  -11.1    8.0    0.8    0.8  0.0274    0.2   -0.4  -11.3    8.3    0.5    1.0  -10.6    7.6    0.0    0.0   -1.2   -0.2    1.2    0.8    1.5
 MUSB     WUSC SNEV PO04  240.691   37.170  -10.9    7.7    1.2    1.1 -0.0137    0.7   -0.1  -11.5    7.8    0.5    1.0  -10.6    7.6    0.0    0.0   -1.4   -0.7    1.6    1.1    1.4
*MUSD     WUSC VENT PO19  240.904   34.262  -33.3   25.4    0.9    0.9 -0.0151    0.7   -0.1  -34.0   25.4    1.0   -1.6  -29.8   31.5    0.3   -0.4   -5.5   -4.1    6.9    0.9    7.5
 MUSD_GPS CMM3 VENT PO19  240.904   34.262  -31.3   28.9    1.0    1.0 -0.0440    0.3    0.0  -31.6   29.0    1.0   -1.6  -29.8   31.5    0.3   -0.4   -3.1   -0.5    3.1    1.0    3.2
 MVFD     WUSC ANZA PO23  243.475   33.211  -25.2   28.6    3.8    3.6  0.0606    0.7   -0.1  -25.9   28.7    2.2   -3.7  -27.0   30.1    0.0    0.3   -1.1    1.9    2.2    3.6    0.6
 MVFD_GPS CMM3 ANZA PO23  243.475   33.211  -24.0   26.2    1.1    1.1 -0.0400    0.3   -0.1  -24.3   26.2    2.2   -3.7  -27.0   30.1    0.0    0.3    0.5   -0.6    0.8    1.1    0.7
*MWTP     WUSC WEBR PO20  241.055   37.641  -10.3    7.4    3.6    4.7 -0.0789    0.7   -0.1  -10.9    7.5   -0.9    1.4   -7.8    4.9    0.4    1.2   -2.6    0.0    2.6    3.6    0.7
 N125     WUSC SMOJ PO01  244.138   33.640   -5.0    6.9    2.4    2.4  0.0268    0.7   -0.1   -5.7    7.0   -5.2    6.0    0.0    0.0    0.0    0.0   -0.5    0.9    1.0    2.3    0.4
 N125_GPS CMM3 SMOJ PO01  244.138   33.640   -4.3    3.5    1.6    1.7  0.0220    0.3   -0.1   -4.7    3.5   -5.2    6.0    0.0    0.0    0.0    0.0    0.6   -2.5    2.6    1.7    1.6
 N_49_GPS CMM3 VENT PO19  241.466   34.034  -25.8   30.6    3.1    1.7 -0.0400    0.3    0.0  -26.2   30.7    1.1   -0.2  -30.0   30.9    1.7   -0.7    1.1    0.6    1.3    2.8    0.5
 NDSK     ITRF NOAM PO01  264.362   37.381  -14.8   -3.6    1.7    1.8 -0.1067  -14.2   -4.8   -0.6    1.2    0.0    0.0    0.0    0.0    0.0    0.0   -0.6    1.2    1.4    1.9    0.7
 NDSK     RB03 NOAM PO01  264.362   37.381    0.5   -0.1    0.5    0.5  0.0121    0.1   -0.1    0.4    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.4    0.0    0.4    0.5    0.7
 NDSK     WUSC NOAM PO01  264.362   37.381    1.3    0.0    0.8    0.8  0.0004    0.7    0.0    0.6    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.6    0.0    0.6    0.8    0.8
 NEB3     ITRF NOAM PO01  275.850   46.321  -15.2    3.7    1.5    1.8  0.1001  -16.9   -0.5    1.7    4.2    0.0    0.0    0.0    0.0    0.0    0.0    1.7    4.2    4.5    1.8    2.5
 NEED_GPS CMM3 NOAM PO01  245.396   34.807   -2.2    1.0    1.1    1.0 -0.0170    0.3   -0.1   -2.5    1.1   -1.1    0.8    0.0    0.0    0.0    0.0   -1.4    0.2    1.4    1.1    1.3
 NELS_EDM CMM3 ANZA PO23  242.929   33.823  -22.2   24.0    1.0    1.3 -0.0640    0.3   -0.1  -22.5   24.1    5.0   -5.1  -26.5   30.5    0.0   -0.7   -1.0   -0.7    1.2    1.1    1.1
 NEST     WUSC SGAB PO10  242.000   34.346  -25.9   22.6    6.3    5.1  0.0524    0.7   -0.1  -26.6   22.6    5.5   -3.9  -29.1   26.3    0.0   -0.3   -2.9    0.5    3.0    6.3    0.5
 NEST_GPS CMM3 SGAB PO10  242.000   34.346  -24.0   22.6    1.1    1.1 -0.0460    0.3   -0.1  -24.4   22.7    5.5   -3.9  -29.1   26.3    0.0   -0.3   -0.7    0.5    0.8    1.1    0.8
 NEV1     MC01 EBNR PO13  242.714   37.061   -1.6    1.5    0.7    0.8 -0.0280    1.8   -0.8   -3.4    2.3   -0.8    1.5   -2.8    0.4    0.0    0.0    0.3    0.5    0.6    0.8    0.7
 NEV1     RB03 EBNR PO13  242.714   37.061   -2.6    2.1    1.3    1.4 -0.0808    0.2   -0.3   -2.8    2.4   -0.8    1.5   -2.8    0.4    0.0    0.0    0.8    0.6    1.0    1.3    0.7
 NEV1     WUSC EBNR PO13  242.714   37.061   -3.3    2.0    1.6    1.7 -0.0875    0.7   -0.1   -3.9    2.1   -0.8    1.5   -2.8    0.4    0.0    0.0   -0.3    0.2    0.4    1.7    0.2
 NEW2     BARD EBNR PO13  242.491   39.686   -1.9    2.5    0.9    0.9 -0.0020    2.6   -0.6   -4.5    3.2   -0.5    0.9   -3.5    0.3    0.0    0.0   -0.5    2.0    2.0    0.9    2.3
 NEWP     RB03 EBNR PO13  242.491   39.686   -4.7    2.2    0.5    0.5 -0.0723    0.2   -0.3   -4.8    2.5   -0.5    0.9   -3.5    0.3    0.0    0.0   -0.9    1.3    1.6    0.5    3.1
 NEWP     WUSC EBNR PO13  242.491   39.686   -4.8    2.8    0.8    0.8 -0.1348    0.6   -0.1   -5.5    2.9   -0.5    0.9   -3.5    0.3    0.0    0.0   -1.5    1.7    2.3    0.9    2.7
 NIGO_EDM CMM3 WBAJ PO18  242.266   33.513  -26.7   30.5    1.2    1.0 -0.1020    0.3   -0.1  -27.0   30.5    1.4   -1.3  -28.8   30.4    0.0    0.0    0.4    1.4    1.5    1.0    1.5
 NIGU     WUSC WBAJ PO18  242.270   33.515  -28.4   32.5    1.7    1.5  0.0148    0.7   -0.1  -29.1   32.6    1.5   -1.3  -28.8   30.4    0.0    0.0   -1.7    3.5    3.9    1.5    2.5
 NIGU_GPS CMM3 WBAJ PO18  242.270   33.514  -27.1   30.6    0.9    0.9 -0.0730    0.3   -0.1  -27.4   30.7    1.5   -1.3  -28.8   30.4    0.0    0.0    0.0    1.6    1.6    0.9    1.8
 NIKE_GPS CMM3 VENT PO19  241.487   34.129  -26.6   30.1    1.1    1.1 -0.0430    0.3    0.0  -27.0   30.2    1.2   -1.0  -29.8   30.9    1.3   -1.3    0.3    1.6    1.6    1.1    1.5
 NIUC     BEAV PACI PO02  190.068  -19.062  -63.0   33.3    0.7    0.7  0.0000   -1.6  -21.3  -61.4   54.6    0.0    0.0  -60.2   54.0    0.0    0.0   -1.3    0.6    1.4    0.7    2.1
 NLIB     BEAV NOAM PO01  268.425   41.772  -14.9   -2.3    0.5    0.5  0.0000  -15.8   -2.6    0.9    0.3    0.0    0.0    0.0    0.0    0.0    0.0    0.9    0.3    1.0    0.5    2.0
 NLIB     ITRF NOAM PO01  268.425   41.771  -15.1   -2.4    0.5    0.5 -0.0426  -15.6   -3.3    0.5    0.9    0.0    0.0    0.0    0.0    0.0    0.0    0.5    0.9    1.0    0.5    2.1
 NLIB     RB03 NOAM PO01  268.425   41.772    0.7    0.7    0.5    0.5 -0.0016    0.1   -0.1    0.6    0.8    0.0    0.0    0.0    0.0    0.0    0.0    0.6    0.8    1.0    0.5    2.0
 NLIB     WUSC NOAM PO01  268.425   41.772    0.1    0.5    0.8    0.8  0.0347    0.6    0.0   -0.5    0.5    0.0    0.0    0.0    0.0    0.0    0.0   -0.5    0.5    0.8    0.8    1.0
 NLIB_GPS CMM3 NOAM PO01  268.425   41.772    0.6    0.5    0.5    0.5 -0.0050    0.3   -0.1    0.2    0.7    0.0    0.0    0.0    0.0    0.0    0.0    0.2    0.7    0.7    0.5    1.5
 NOPK     WUSC SANA PO08  241.652   33.980  -26.6   25.7    4.9    4.5  0.0890    0.7   -0.1  -27.3   25.7    3.4   -4.2  -30.7   32.7    0.0    0.0    0.0   -2.7    2.7    4.5    0.6
 NOPK_GPS CMM3 SANA PO08  241.652   33.980  -27.4   27.4    1.1    1.2 -0.0350    0.3    0.0  -27.8   27.5    3.4   -4.2  -30.7   32.7    0.0    0.0   -0.5   -1.0    1.1    1.1    1.0
 NORC_GPS CMM3 ANZA PO23  242.440   33.935  -21.6   26.4    2.9    2.8  0.0230    0.3   -0.1  -21.9   26.4    2.6   -4.4  -26.5   30.8   -0.3   -1.1    2.3    1.2    2.6    2.9    0.9
 NORD_EDM CMM3 VENT PO19  240.758   34.498  -29.8   24.1    1.3    1.1  0.1780    0.3    0.0  -30.2   24.2    1.6   -3.2  -29.5   31.7   -0.7   -1.3   -1.7   -3.0    3.4    1.3    2.7
 NORT_GPS CMM3 VENT PO19  241.445   34.233  -26.1   29.2    0.9    1.0 -0.0510    0.3    0.0  -26.4   29.3    1.6   -2.1  -29.7   31.0    0.9   -1.8    0.7    2.2    2.3    0.9    2.5
 NRAO     WUSC NOAM PO01  280.157   38.430   -0.5   -0.1    0.8    0.8 -0.0410    0.6    0.0   -1.1   -0.1    0.0    0.0    0.0    0.0    0.0    0.0   -1.1   -0.1    1.1    0.8    1.4
 NRAO     WUSC NOAM PO01  280.164   38.438   -0.2    0.5    0.8    0.8  0.0524    0.6    0.0   -0.9    0.5    0.0    0.0    0.0    0.0    0.0    0.0   -0.9    0.5    1.0    0.8    1.3
 NRC1     ITRF NOAM PO01  284.376   45.454  -16.2    2.8    0.5    0.7  0.3627  -16.6    2.8    0.4    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.4    0.0    0.4    0.5    0.7
 NRC1     RB03 NOAM PO01  284.376   45.454   -0.1   -0.1    0.5    0.5 -0.0138    0.0    0.1   -0.1   -0.2    0.0    0.0    0.0    0.0    0.0    0.0   -0.1   -0.2    0.3    0.5    0.5
 NRC1     WUSC NOAM PO01  284.376   45.454   -0.3    0.6    0.8    0.8  0.0064    0.6    0.0   -0.9    0.6    0.0    0.0    0.0    0.0    0.0    0.0   -0.9    0.6    1.0    0.8    1.3
 O225_EDM CMM3 ANZA PO23  244.274   32.648  -23.2   30.4    1.1    1.1  0.1800    0.3   -0.1  -23.5   30.5    3.2   -4.4  -27.4   29.6    0.3    1.4    0.4    3.8    3.8    1.1    3.4
 O229_EDM CMM3 EBAJ PO21  244.067   32.632  -25.7   29.5    1.1    1.0  0.0430    0.3   -0.1  -26.1   29.6    1.6   -3.8  -27.6   32.0    0.0    0.0   -0.1    1.4    1.4    1.0    1.4
 OAES     WUSC EMOJ PO26  243.932   34.141   -1.4    3.5    2.8    2.6  0.0585    0.7   -0.1   -2.1    3.6    1.3    2.1   -6.7    3.7    0.0    0.0    3.4   -2.3    4.1    2.6    1.5
*OAKD     WUSC ANZA PO23  242.402   33.847  -21.3   26.9    1.8    1.8  0.0315    0.7   -0.1  -22.0   27.0    1.9   -3.4  -26.6   30.9   -0.4   -1.0    3.2    0.5    3.2    1.8    1.8
 OAKD_GPS CMM3 ANZA PO23  242.402   33.847  -24.6   26.4    0.9    1.0 -0.0580    0.3   -0.1  -24.9   26.4    1.9   -3.4  -26.6   30.9   -0.4   -1.0    0.3    0.0    0.3    0.9    0.3
 OAKS_GPS CMM3 VENT PO19  241.114   34.196  -29.2   30.9    1.8    1.4 -0.1100    0.3    0.0  -29.5   30.9    1.0   -1.5  -29.9   31.3    0.8   -0.6   -1.4    1.7    2.2    1.7    1.3
 OASI     DXSN EBNR PO13  242.190   37.520   -0.9    4.6    2.7    1.6  0.0000    0.6    0.3   -1.5    4.3   -1.4    2.2   -2.9    0.2    0.0    0.0    2.8    1.8    3.3    2.4    1.4
 OASI     MC01 EBNR PO13  242.190   37.524   -2.3    3.0    0.8    0.8  0.0170    1.7   -0.9   -4.0    3.9   -1.4    2.2   -2.9    0.2    0.0    0.0    0.3    1.5    1.5    0.8    1.9
 OAT2     WUSC VENT PO19  241.399   34.330  -26.7   24.9    0.8    0.8 -0.1501    0.7   -0.1  -27.4   25.0    2.1   -3.2  -29.6   31.0    0.5   -2.2   -0.4   -0.6    0.7    0.7    1.0
 OAT2_GPS CMM3 VENT PO19  241.399   34.330  -27.4   25.7    0.8    0.8 -0.0650    0.3    0.0  -27.8   25.8    2.1   -3.2  -29.6   31.0    0.5   -2.2   -0.9    0.2    0.9    0.8    1.1
 OATT_GPS CMM3 VENT PO19  241.399   34.330  -29.7   23.6    1.2    1.3 -0.0030    0.3    0.0  -30.1   23.7    2.1   -3.2  -29.6   31.0    0.5   -2.2   -3.1   -1.9    3.7    1.3    2.9
 OBCH_EDM CMM3 NOAM PO01  244.499   33.279   -3.9    0.7    1.0    1.1 -0.0130    0.3   -0.1   -4.2    0.8   -5.8    2.4    0.0    0.0    0.0    0.0    1.5   -1.6    2.2    1.1    2.1
 OBCH_GPS CMM3 NOAM PO01  244.499   33.279   -4.5    1.7    1.1    1.1 -0.0250    0.3   -0.1   -4.9    1.7   -5.8    2.4    0.0    0.0    0.0    0.0    0.9   -0.6    1.1    1.1    1.0
 OBSV_GPS CMM3 WBAJ PO18  243.573   32.840  -26.0   28.3    2.7    3.5  0.0050    0.3   -0.1  -26.4   28.4    2.6   -1.1  -29.5   29.0    0.0    0.0    0.6    0.5    0.8    3.1    0.3
 OCOT     WUSC ANZA PO23  244.204   32.790  -21.1   25.8    1.2    1.2 -0.0024    0.7   -0.1  -21.8   25.9    3.2   -5.1  -27.3   29.6    0.3    1.2    2.0    0.1    2.0    1.2    1.7
 OCOT_GPS CMM3 ANZA PO23  244.204   32.790  -23.8   26.8    0.9    0.9 -0.0520    0.3   -0.1  -24.1   26.8    3.2   -5.1  -27.3   29.6    0.3    1.2   -0.4    1.0    1.1    0.9    1.2
 OCTI     WUSC EBAJ PO21  243.998   32.734  -24.1   27.3    1.7    1.7  0.0165    0.7   -0.1  -24.8   27.3    1.5   -4.1  -27.5   32.1    0.0    0.0    1.2   -0.6    1.3    1.7    0.8
 OCTI_GPS CMM3 EBAJ PO21  243.998   32.734  -27.0   27.9    1.0    1.0 -0.0620    0.3   -0.1  -27.4   28.0    1.5   -4.1  -27.5   32.1    0.0    0.0   -1.4    0.0    1.4    1.0    1.5
*OJAI_GPS CMM3 VENT PO19  240.798   34.440  -33.3   29.0    1.1    1.1 -0.0410    0.3    0.0  -33.6   29.1    1.4   -2.8  -29.6   31.6   -0.4   -1.1   -5.1    1.4    5.3    1.1    5.0
 OLDD_GPS CMM3 MOJA PO11  243.302   34.391  -11.1   15.7    1.2    1.3  0.0220    0.3   -0.1  -11.5   15.7   -1.1    1.8   -9.6   12.1   -0.7    0.2    0.0    1.5    1.5    1.3    1.2
 OLDW_GPS CMM3 MOJA PO11  243.248   34.389  -11.0   16.8    1.3    1.3  0.0350    0.3   -0.1  -11.4   16.9   -1.4    2.0   -9.6   12.1   -0.7    0.1    0.3    2.6    2.7    1.3    2.0
 ONYX_GPS CMM3 MOJA PO11  243.291   34.193  -10.5   16.9    1.9    1.4 -0.0010    0.3   -0.1  -10.9   16.9   -2.2    4.0   -9.6   12.1   -1.0   -0.3    1.9    1.0    2.2    1.8    1.2
 OPEN_GPS CMM3 SALT PO12  243.351   33.599  -21.0   22.2    2.4    2.4  0.0340    0.3   -0.1  -21.4   22.2   -2.8   -0.4  -16.3   22.2    0.9    0.4   -3.2    0.0    3.2    2.4    1.4
 OQUI_GPS CMM3 SALI PO16  239.558   35.885  -23.8   29.5    0.9    0.9 -0.0560    0.3    0.0  -24.1   29.5    7.7   -6.1  -30.5   34.0    0.5    0.4   -1.8    1.2    2.2    0.9    2.4
 ORES_GPS CMM3 SALI PO16  239.721   34.739  -31.5   33.1    1.1    1.2 -0.0330    0.3    0.0  -31.8   33.1    1.5    0.8  -33.0   33.7    1.1   -2.3   -1.4    0.8    1.6    1.2    1.4
 ORIE_GPS CMM3 NOAM PO01  244.594   32.917   -2.2    4.1    0.9    0.9 -0.0640    0.3   -0.1   -2.6    4.1   -4.3    3.0    0.0    0.0    0.0    0.0    1.7    1.1    2.0    0.9    2.2
